nameLabel,seriesLabel,plateformLabel,pub_year,publisherLabel,developerLabel,website,esrbLabel,pegiLabel,bnf,musicbrainz
Age of Empires II: The Age of Kings,Age of Empires,PlayStation 2,2002,Microsoft,Ensemble Studios,https://www.ageofempires.com/games/aoeii/,Teen,,,
Age of Empires II: The Age of Kings,Age of Empires,PlayStation 2,2002,Konami,Ensemble Studios,https://www.ageofempires.com/games/aoeii/,Teen,,,
Age of Empires II: The Age of Kings,Age of Empires,PlayStation 2,2001,Microsoft,Hidden Path Entertainment,https://www.ageofempires.com/games/aoeii/,Teen,,,
Age of Empires II: The Age of Kings,Age of Empires,PlayStation 2,2001,Konami,Hidden Path Entertainment,https://www.ageofempires.com/games/aoeii/,Teen,,,
Age of Empires II: The Age of Kings,Age of Empires,PlayStation 2,2002,Microsoft,Hidden Path Entertainment,https://www.ageofempires.com/games/aoeii/,Teen,,,
Age of Empires II: The Age of Kings,Age of Empires,PlayStation 2,2002,Konami,Hidden Path Entertainment,https://www.ageofempires.com/games/aoeii/,Teen,,,
Age of Empires II: The Age of Kings,Age of Empires,PlayStation 2,2001,Microsoft,Ensemble Studios,http://www.microsoft.com/games/age2/,Teen,,,
Age of Empires II: The Age of Kings,Age of Empires,PlayStation 2,2001,Konami,Ensemble Studios,http://www.microsoft.com/games/age2/,Teen,,,
Age of Empires II: The Age of Kings,Age of Empires,PlayStation 2,2002,Microsoft,Ensemble Studios,http://www.microsoft.com/games/age2/,Teen,,,
Age of Empires II: The Age of Kings,Age of Empires,PlayStation 2,2002,Konami,Ensemble Studios,http://www.microsoft.com/games/age2/,Teen,,,
Age of Empires II: The Age of Kings,Age of Empires,PlayStation 2,2001,Microsoft,Hidden Path Entertainment,http://www.microsoft.com/games/age2/,Teen,,,
Age of Empires II: The Age of Kings,Age of Empires,PlayStation 2,2001,Konami,Hidden Path Entertainment,http://www.microsoft.com/games/age2/,Teen,,,
Age of Empires II: The Age of Kings,Age of Empires,PlayStation 2,2002,Microsoft,Hidden Path Entertainment,http://www.microsoft.com/games/age2/,Teen,,,
Age of Empires II: The Age of Kings,Age of Empires,PlayStation 2,2002,Konami,Hidden Path Entertainment,http://www.microsoft.com/games/age2/,Teen,,,
Sonic the Hedgehog 2,Sonic,PlayStation 2,2007,Sega,Sonic Team,,Everyone,PEGI 7,,
Sonic the Hedgehog 2,Sonic,Xbox,2007,Sega,Sonic Team,,Everyone,PEGI 7,,
Sonic the Hedgehog 2,Sonic,PlayStation 2,2007,Sega,Sonic Team,,Everyone,PEGI 7,,
Sonic the Hedgehog 2,Sonic,Xbox,2007,Sega,Sonic Team,,Everyone,PEGI 7,,
Sonic the Hedgehog 2,Sonic,PlayStation 2,2007,Sega,Sonic Team,,Everyone,PEGI 7,,
Sonic the Hedgehog 2,Sonic,Xbox,2007,Sega,Sonic Team,,Everyone,PEGI 7,,
Sonic the Hedgehog 2,Sonic,PlayStation 2,2007,Sega,Sonic Team,,Everyone,PEGI 7,,
Sonic the Hedgehog 2,Sonic,Xbox,2007,Sega,Sonic Team,,Everyone,PEGI 7,,
Sonic the Hedgehog 2,Sonic,PlayStation 2,2010,Sega,Sonic Team,,Everyone,PEGI 7,,
Sonic the Hedgehog 2,Sonic,Xbox,2010,Sega,Sonic Team,,Everyone,PEGI 7,,
Sonic the Hedgehog 2,Sonic,PlayStation 2,2013,Sega,Sonic Team,,Everyone,PEGI 7,,
Sonic the Hedgehog 2,Sonic,Xbox,2013,Sega,Sonic Team,,Everyone,PEGI 7,,
Sonic the Hedgehog 2,Sonic,PlayStation 2,2013,Sega,Sonic Team,,Everyone,PEGI 7,,
Sonic the Hedgehog 2,Sonic,Xbox,2013,Sega,Sonic Team,,Everyone,PEGI 7,,
Assassin's Creed III,Assassin's Creed,PlayStation 3,2012,Ubisoft,Ubisoft Romania,,Mature 17+,PEGI 18,,69b2e104-813a-4475-b904-42f34a915a46
Assassin's Creed III,Assassin's Creed,Xbox 360,2012,Ubisoft,Ubisoft Romania,,Mature 17+,PEGI 18,,69b2e104-813a-4475-b904-42f34a915a46
Assassin's Creed III,Assassin's Creed,PlayStation 3,2012,Ubisoft,Ubisoft Montréal,,Mature 17+,PEGI 18,,69b2e104-813a-4475-b904-42f34a915a46
Assassin's Creed III,Assassin's Creed,Xbox 360,2012,Ubisoft,Ubisoft Montréal,,Mature 17+,PEGI 18,,69b2e104-813a-4475-b904-42f34a915a46
Assassin's Creed III,Assassin's Creed,PlayStation 3,2012,Ubisoft,Ubisoft Annecy,,Mature 17+,PEGI 18,,69b2e104-813a-4475-b904-42f34a915a46
Assassin's Creed III,Assassin's Creed,Xbox 360,2012,Ubisoft,Ubisoft Annecy,,Mature 17+,PEGI 18,,69b2e104-813a-4475-b904-42f34a915a46
Assassin's Creed III,Assassin's Creed,PlayStation 3,2012,Ubisoft,Ubisoft Québec,,Mature 17+,PEGI 18,,69b2e104-813a-4475-b904-42f34a915a46
Assassin's Creed III,Assassin's Creed,Xbox 360,2012,Ubisoft,Ubisoft Québec,,Mature 17+,PEGI 18,,69b2e104-813a-4475-b904-42f34a915a46
Sly Raccoon,Sly,PlayStation 2,2002,Sony Interactive Entertainment,Sucker Punch Productions,http://www.us.playstation.com/content/ogs/scus-97198/site/,Everyone,PEGI 3,,
Sly Raccoon,Sly,PlayStation 3,2002,Sony Interactive Entertainment,Sucker Punch Productions,http://www.us.playstation.com/content/ogs/scus-97198/site/,Everyone,PEGI 3,,
Halo 4,Halo,Xbox 360,2012,Microsoft Studios,343 Industries,https://www.halowaypoint.com/en-us/games/halo-4/xbox-360,Mature 17+,PEGI 16,,
Halo 4,Halo,Xbox 360,2012,Microsoft Studios,Certain Affinity,https://www.halowaypoint.com/en-us/games/halo-4/xbox-360,Mature 17+,PEGI 16,,
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,2K Games,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,Bethesda Softworks,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,Q7933527,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,2K Games,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,Bethesda Softworks,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,Q7933527,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,2K Games,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,Bethesda Softworks,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,Q7933527,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,2K Games,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,Bethesda Softworks,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,Q7933527,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2007,2K Games,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2007,Bethesda Softworks,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2007,Q7933527,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2007,2K Games,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2007,Bethesda Softworks,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2007,Q7933527,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2009,2K Games,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2009,Bethesda Softworks,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2009,Q7933527,4J Studios,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,2K Games,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,Bethesda Softworks,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,Q7933527,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,2K Games,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,Bethesda Softworks,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,Q7933527,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,2K Games,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,Bethesda Softworks,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,Q7933527,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,2K Games,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,Bethesda Softworks,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2006,Q7933527,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PlayStation 3,2007,2K Games,Superscape,https://elderscrolls.bethesda.net/oblivion/,Mature 17+,PEGI 16,16901151z,360502b7-fc1b-3fe9-ada4-2c580196c3ed
Call of Duty: Black Ops,Call of Duty,Wii,2010,Activision,Treyarch,http://www.callofduty.com/blackops/,Mature 17+,PEGI 16,,
Call of Duty: Black Ops,Call of Duty,PlayStation 3,2010,Activision,Treyarch,http://www.callofduty.com/blackops/,Mature 17+,PEGI 16,,
Call of Duty: Black Ops,Call of Duty,Xbox 360,2010,Activision,Treyarch,http://www.callofduty.com/blackops/,Mature 17+,PEGI 16,,
Call of Duty: Black Ops,Call of Duty,Wii,2010,Activision,Treyarch,http://www.callofduty.com/blackops/,Mature 17+,PEGI 18,,
Call of Duty: Black Ops,Call of Duty,PlayStation 3,2010,Activision,Treyarch,http://www.callofduty.com/blackops/,Mature 17+,PEGI 18,,
Call of Duty: Black Ops,Call of Duty,Xbox 360,2010,Activision,Treyarch,http://www.callofduty.com/blackops/,Mature 17+,PEGI 18,,
Destiny,,PlayStation 3,2014,Activision,Bungie Studios,http://www.destinythegame.com/,Teen,PEGI 16,,2e88105a-069b-4512-9c93-78c8e362a449
Destiny,,Xbox 360,2014,Activision,Bungie Studios,http://www.destinythegame.com/,Teen,PEGI 16,,2e88105a-069b-4512-9c93-78c8e362a449
Call of Duty 2,Call of Duty,Xbox 360,2005,Konami,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Activision,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Aspyr,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Konami,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Activision,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Aspyr,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Konami,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Activision,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Aspyr,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Konami,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Activision,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Aspyr,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Konami,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Activision,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Aspyr,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Konami,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Activision,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Aspyr,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Konami,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Activision,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Aspyr,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Konami,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Activision,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Aspyr,Infinity Ward,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Konami,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Activision,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Aspyr,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Konami,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Activision,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Aspyr,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Konami,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Activision,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2005,Aspyr,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Konami,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Activision,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Aspyr,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Konami,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Activision,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Aspyr,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Konami,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Activision,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Aspyr,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Konami,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Activision,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Aspyr,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Konami,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Activision,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Call of Duty 2,Call of Duty,Xbox 360,2006,Aspyr,Aspyr,http://www.callofduty.com/,Teen,PEGI 16,,
Assassin's Creed 2,Assassin's Creed,PlayStation 3,2009,Ubisoft,Ubisoft Montréal,https://www.ubisoft.com/en-us/game/assassins-creed-2,Mature 17+,PEGI 18,,5bf7477e-8d21-4e52-a7c7-7ad93add0a5f
Assassin's Creed 2,Assassin's Creed,Xbox 360,2009,Ubisoft,Ubisoft Montréal,https://www.ubisoft.com/en-us/game/assassins-creed-2,Mature 17+,PEGI 18,,5bf7477e-8d21-4e52-a7c7-7ad93add0a5f
Assassin's Creed 2,Assassin's Creed,PlayStation 3,2009,Ubisoft,Ubisoft Montréal,https://www.ubisoft.com/en-us/game/assassins-creed-2,Mature 17+,PEGI 18,,5bf7477e-8d21-4e52-a7c7-7ad93add0a5f
Assassin's Creed 2,Assassin's Creed,Xbox 360,2009,Ubisoft,Ubisoft Montréal,https://www.ubisoft.com/en-us/game/assassins-creed-2,Mature 17+,PEGI 18,,5bf7477e-8d21-4e52-a7c7-7ad93add0a5f
Assassin's Creed 2,Assassin's Creed,PlayStation 3,2009,Ubisoft,Ubisoft Montréal,https://www.ubisoft.com/en-us/game/assassins-creed-2,Mature 17+,PEGI 18,,5bf7477e-8d21-4e52-a7c7-7ad93add0a5f
Assassin's Creed 2,Assassin's Creed,Xbox 360,2009,Ubisoft,Ubisoft Montréal,https://www.ubisoft.com/en-us/game/assassins-creed-2,Mature 17+,PEGI 18,,5bf7477e-8d21-4e52-a7c7-7ad93add0a5f
Assassin's Creed 2,Assassin's Creed,PlayStation 3,2010,Ubisoft,Ubisoft Montréal,https://www.ubisoft.com/en-us/game/assassins-creed-2,Mature 17+,PEGI 18,,5bf7477e-8d21-4e52-a7c7-7ad93add0a5f
Assassin's Creed 2,Assassin's Creed,Xbox 360,2010,Ubisoft,Ubisoft Montréal,https://www.ubisoft.com/en-us/game/assassins-creed-2,Mature 17+,PEGI 18,,5bf7477e-8d21-4e52-a7c7-7ad93add0a5f
Assassin's Creed 2,Assassin's Creed,PlayStation 3,2010,Ubisoft,Ubisoft Montréal,https://www.ubisoft.com/en-us/game/assassins-creed-2,Mature 17+,PEGI 18,,5bf7477e-8d21-4e52-a7c7-7ad93add0a5f
Assassin's Creed 2,Assassin's Creed,Xbox 360,2010,Ubisoft,Ubisoft Montréal,https://www.ubisoft.com/en-us/game/assassins-creed-2,Mature 17+,PEGI 18,,5bf7477e-8d21-4e52-a7c7-7ad93add0a5f
Assassin's Creed 2,Assassin's Creed,PlayStation 3,2010,Ubisoft,Ubisoft Montréal,https://www.ubisoft.com/en-us/game/assassins-creed-2,Mature 17+,PEGI 18,,5bf7477e-8d21-4e52-a7c7-7ad93add0a5f
